dniCliente,fechaCreacion,orden,codigoEjercicio,cantidadSeries,cantidadRepeticiones,descansoSegundos,observaciones
47954493,2026-07-19,5,5,4,8,45,
47954493,2026-07-19,6,15,4,15,45,Controlar la velocidad de ejecución.
47954493,2026-07-19,7,36,3,15,45,Mantener la técnica durante todo el ejercicio.
47954493,2026-07-25,1,30,5,9,60,
47954493,2026-07-25,2,48,3,11,30,Realizar el movimiento completo.
47954493,2026-07-25,3,12,3,15,90,
47954493,2026-07-25,4,25,3,10,90,Aumentar el peso si completa todas las series.
47954493,2026-07-25,5,21,5,9,120,Mantener la técnica durante todo el ejercicio.
47954493,2026-07-25,6,55,4,10,45,Realizar el movimiento completo.
47954493,2026-07-25,7,41,5,8,120,Realizar el movimiento completo.
47954493,2026-07-25,8,35,4,10,60,
47954493,2026-07-25,9,51,3,8,60,Evitar impulsos.
47954493,2026-07-25,10,20,4,14,30,Controlar la velocidad de ejecución.
43323619,2026-07-12,1,51,3,8,30,Aumentar el peso si completa todas las series.
43323619,2026-07-12,2,53,4,10,60,Aumentar el peso si completa todas las series.
43323619,2026-07-12,3,42,3,8,30,Realizar el movimiento completo.
43323619,2026-07-12,4,25,5,9,60,
43323619,2026-07-12,5,23,3,8,90,Evitar impulsos.
43323619,2026-07-12,6,17,5,14,90,Reducir el peso si pierde la técnica.
44883900,2026-01-20,1,19,4,14,45,
44883900,2026-01-20,2,5,3,9,90,
44883900,2026-01-20,3,54,3,13,60,Evitar impulsos.
44883900,2026-01-20,4,23,4,10,90,
44883900,2026-01-20,5,49,3,11,45,
44883900,2026-01-20,6,1,5,10,30,Aumentar el peso si completa todas las series.
44883900,2026-01-20,7,44,5,8,60,Aumentar el peso si completa todas las series.
44883900,2026-01-20,8,20,4,10,30,
44883900,2026-01-20,9,13,3,8,60,Reducir el peso si pierde la técnica.
44883900,2026-07-23,1,41,4,15,45,Reducir el peso si pierde la técnica.
44883900,2026-07-23,2,42,3,10,30,Realizar el movimiento completo.
44883900,2026-07-23,3,11,3,9,60,Evitar impulsos.
44883900,2026-07-23,4,26,3,12,30,
44883900,2026-07-23,5,18,5,14,45,Reducir el peso si pierde la técnica.
44883900,2026-07-23,6,28,3,13,30,
44883900,2026-07-23,7,43,4,15,60,Reducir el peso si pierde la técnica.
44883900,2026-07-23,8,33,4,9,45,
48996750,2026-01-17,1,4,3,13,30,Realizar el movimiento completo.
48996750,2026-01-17,2,34,5,8,90,
48996750,2026-01-17,3,1,5,10,60,
48996750,2026-01-17,4,18,5,13,120,Reducir el peso si pierde la técnica.
48996750,2026-01-17,5,30,4,9,30,Reducir el peso si pierde la técnica.
48996750,2026-01-17,6,7,4,12,120,Reducir el peso si pierde la técnica.
48996750,2026-01-17,7,31,3,15,30,Reducir el peso si pierde la técnica.
48996750,2026-01-17,8,28,4,10,45,
48996750,2026-01-17,9,5,3,11,90,
48996750,2026-01-17,10,29,4,8,90,
34856327,2026-01-31,1,25,5,13,90,Evitar impulsos.
34856327,2026-01-31,2,16,4,9,60,Aumentar el peso si completa todas las series.
34856327,2026-01-31,3,42,4,15,30,Evitar impulsos.
34856327,2026-01-31,4,3,5,15,45,
34856327,2026-01-31,5,26,4,15,90,
34856327,2026-01-31,6,13,5,10,60,
34856327,2026-04-25,1,17,5,15,120,
34856327,2026-04-25,2,35,5,15,45,
34856327,2026-04-25,3,31,5,15,30,Aumentar el peso si completa todas las series.
34856327,2026-04-25,4,24,3,11,90,Mantener la técnica durante todo el ejercicio.
34856327,2026-04-25,5,52,3,8,45,Controlar la velocidad de ejecución.
34856327,2026-04-25,6,30,5,14,30,Realizar el movimiento completo.
34856327,2026-04-25,7,42,3,8,30,Mantener la técnica durante todo el ejercicio.
34856327,2026-04-25,8,38,4,10,45,Reducir el peso si pierde la técnica.
34856327,2026-04-25,9,32,3,14,120,Controlar la velocidad de ejecución.
34856327,2026-07-30,1,7,5,11,45,Evitar impulsos.
34856327,2026-07-30,2,35,3,10,60,Controlar la velocidad de ejecución.
34856327,2026-07-30,3,39,3,13,120,Evitar impulsos.
34856327,2026-07-30,4,8,5,11,90,
34856327,2026-07-30,5,6,4,15,120,
34856327,2026-07-30,6,55,3,8,90,Evitar impulsos.
34856327,2026-07-30,7,44,4,15,45,
34856327,2026-07-16,1,35,5,15,45,Evitar impulsos.
34856327,2026-07-16,2,31,4,14,90,Reducir el peso si pierde la técnica.
34856327,2026-07-16,3,20,3,11,120,Realizar el movimiento completo.
34856327,2026-07-16,4,1,5,8,120,
34856327,2026-07-16,5,13,4,15,60,Realizar el movimiento completo.
34856327,2026-07-16,6,34,4,13,90,Evitar impulsos.
34856327,2026-07-18,1,37,4,14,30,Aumentar el peso si completa todas las series.
34856327,2026-07-18,2,23,3,14,90,Realizar el movimiento completo.
34856327,2026-07-18,3,10,4,15,30,Mantener la técnica durante todo el ejercicio.
34856327,2026-07-18,4,25,3,8,45,Aumentar el peso si completa todas las series.
34856327,2026-07-18,5,8,3,12,30,
34856327,2026-07-18,6,19,3,8,90,
34856327,2026-07-18,7,40,5,8,30,
34856327,2026-07-18,8,20,3,14,120,Reducir el peso si pierde la técnica.
34856327,2026-07-18,9,6,4,10,30,
39013537,2026-02-21,1,40,3,10,90,Mantener la técnica durante todo el ejercicio.
39013537,2026-02-21,2,27,4,11,30,Reducir el peso si pierde la técnica.
39013537,2026-02-21,3,32,4,15,90,Aumentar el peso si completa todas las series.
39013537,2026-02-21,4,31,3,13,45,
39013537,2026-02-21,5,35,4,10,30,Realizar el movimiento completo.
39013537,2026-02-21,6,6,3,12,60,Realizar el movimiento completo.
39013537,2026-02-21,7,39,5,12,30,Aumentar el peso si completa todas las series.
39013537,2026-02-21,8,22,5,10,60,Mantener la técnica durante todo el ejercicio.
39013537,2026-02-21,9,44,3,11,60,
39013537,2026-02-21,10,5,3,10,120,Mantener la técnica durante todo el ejercicio.
31841068,2026-07-16,1,1,3,9,90,Mantener la técnica durante todo el ejercicio.
31841068,2026-07-16,2,49,3,11,30,Realizar el movimiento completo.
31841068,2026-07-16,3,14,5,15,30,
31841068,2026-07-16,4,36,3,11,45,Aumentar el peso si completa todas las series.
31841068,2026-07-16,5,23,5,15,30,
31841068,2026-07-16,6,48,4,13,60,Reducir el peso si pierde la técnica.
33199156,2026-07-16,1,5,3,15,30,
33199156,2026-07-16,2,6,3,15,120,
33199156,2026-07-16,3,29,3,11,120,
33199156,2026-07-16,4,1,4,8,60,
33199156,2026-07-16,5,30,5,12,120,Aumentar el peso si completa todas las series.
33199156,2026-07-16,6,2,4,15,30,Aumentar el peso si completa todas las series.
33199156,2026-07-16,7,47,5,12,120,Mantener la técnica durante todo el ejercicio.
33199156,2026-07-16,8,28,5,13,90,Evitar impulsos.
33199156,2026-07-16,9,23,5,11,30,Controlar la velocidad de ejecución.
33199156,2026-07-16,10,18,5,14,45,Reducir el peso si pierde la técnica.
47245217,2026-07-16,1,19,3,14,45,Mantener la técnica durante todo el ejercicio.
47245217,2026-07-16,2,23,5,11,45,
47245217,2026-07-16,3,30,4,12,90,
47245217,2026-07-16,4,5,5,15,120,
47245217,2026-07-16,5,26,5,14,30,
47245217,2026-07-16,6,39,5,11,30,Mantener la técnica durante todo el ejercicio.
47245217,2026-07-16,7,25,3,15,90,
47245217,2026-06-22,1,50,4,10,120,
47245217,2026-06-22,2,11,4,14,90,
47245217,2026-06-22,3,18,5,11,45,Aumentar el peso si completa todas las series.
47245217,2026-06-22,4,4,3,14,120,
47245217,2026-06-22,5,41,5,15,30,Realizar el movimiento completo.
47245217,2026-06-22,6,7,3,9,45,Evitar impulsos.
47245217,2026-06-22,7,5,3,8,30,
47245217,2026-07-12,1,7,5,8,120,
47245217,2026-07-12,2,3,5,8,120,
47245217,2026-07-12,3,43,5,13,120,
47245217,2026-07-12,4,22,5,13,90,Aumentar el peso si completa todas las series.
47245217,2026-07-12,5,44,5,13,90,Mantener la técnica durante todo el ejercicio.
47245217,2026-07-12,6,28,5,11,120,Mantener la técnica durante todo el ejercicio.
47245217,2026-07-12,7,14,4,15,90,Reducir el peso si pierde la técnica.
47245217,2026-07-12,8,46,4,8,45,
40000902,2026-07-31,1,18,4,8,120,Reducir el peso si pierde la técnica.
40000902,2026-07-31,2,25,3,11,90,
40000902,2026-07-31,3,55,4,15,60,
40000902,2026-07-31,4,42,4,14,90,Mantener la técnica durante todo el ejercicio.
40000902,2026-07-31,5,17,3,15,90,Reducir el peso si pierde la técnica.
40000902,2026-07-31,6,28,4,14,120,
40000902,2026-07-31,7,44,4,14,45,
40000902,2026-07-31,8,22,4,15,45,
40000902,2026-07-31,9,19,5,9,120,Evitar impulsos.
40000902,2026-07-31,10,35,3,9,60,
40000902,2026-02-10,1,47,5,12,90,Realizar el movimiento completo.
40000902,2026-02-10,2,15,3,15,45,Mantener la técnica durante todo el ejercicio.
40000902,2026-02-10,3,46,5,14,90,Aumentar el peso si completa todas las series.
40000902,2026-02-10,4,41,4,13,120,Realizar el movimiento completo.
40000902,2026-02-10,5,23,4,10,90,Evitar impulsos.
40000902,2026-02-10,6,36,4,13,30,Controlar la velocidad de ejecución.
40000902,2026-07-18,1,33,3,12,45,Mantener la técnica durante todo el ejercicio.
40000902,2026-07-18,2,1,3,15,120,
40000902,2026-07-18,3,10,3,12,90,
40000902,2026-07-18,4,11,4,14,60,Reducir el peso si pierde la técnica.
40000902,2026-07-18,5,45,5,15,60,
40000902,2026-07-18,6,42,4,10,60,Mantener la técnica durante todo el ejercicio.
40000902,2026-07-18,7,23,4,14,120,Evitar impulsos.
40000902,2026-08-07,1,20,4,13,60,Reducir el peso si pierde la técnica.
40000902,2026-08-07,2,50,5,15,45,
40000902,2026-08-07,3,10,4,8,90,Mantener la técnica durante todo el ejercicio.
40000902,2026-08-07,4,35,4,8,120,Evitar impulsos.
40000902,2026-08-07,5,42,3,8,45,Controlar la velocidad de ejecución.
40000902,2026-08-07,6,46,3,13,60,Mantener la técnica durante todo el ejercicio.
40000902,2026-08-07,7,34,5,14,90,Controlar la velocidad de ejecución.
40000902,2026-08-07,8,12,4,8,120,
32584391,2026-08-07,1,17,5,10,60,Controlar la velocidad de ejecución.
32584391,2026-08-07,2,26,3,10,120,Aumentar el peso si completa todas las series.
32584391,2026-08-07,3,8,4,12,30,
32584391,2026-08-07,4,18,3,12,30,
32584391,2026-08-07,5,1,4,10,60,Evitar impulsos.
32584391,2026-08-07,6,28,3,12,60,Evitar impulsos.
32584391,2026-08-07,7,14,3,11,120,
32584391,2026-08-07,8,39,4,11,120,Aumentar el peso si completa todas las series.
32584391,2026-08-07,9,52,3,11,60,
32584391,2026-08-07,10,24,5,11,60,Realizar el movimiento completo.
32584391,2026-04-28,1,48,4,10,120,
32584391,2026-04-28,2,35,3,11,90,
32584391,2026-04-28,3,17,3,11,45,
32584391,2026-04-28,4,5,5,10,120,Realizar el movimiento completo.
32584391,2026-04-28,5,18,4,11,30,Mantener la técnica durante todo el ejercicio.
32584391,2026-04-28,6,50,4,10,45,Evitar impulsos.
32584391,2026-04-28,7,19,4,8,45,Reducir el peso si pierde la técnica.
32584391,2026-04-28,8,9,4,13,45,
32584391,2026-04-28,9,54,3,12,30,Realizar el movimiento completo.
32584391,2026-04-28,10,21,4,13,30,
32584391,2026-06-22,1,26,3,13,30,Mantener la técnica durante todo el ejercicio.
32584391,2026-06-22,2,27,5,11,45,Aumentar el peso si completa todas las series.
32584391,2026-06-22,3,1,4,15,90,Mantener la técnica durante todo el ejercicio.
32584391,2026-06-22,4,32,4,11,120,
32584391,2026-06-22,5,5,5,8,30,Aumentar el peso si completa todas las series.
32584391,2026-06-22,6,14,4,12,60,Evitar impulsos.
32584391,2026-06-22,7,13,5,8,120,
32584391,2026-06-22,8,55,5,12,45,
32584391,2026-06-22,9,50,5,11,90,
32584391,2026-06-22,10,54,4,11,90,
32584391,2026-07-27,1,41,4,9,120,Evitar impulsos.
32584391,2026-07-27,2,23,4,8,45,Reducir el peso si pierde la técnica.
32584391,2026-07-27,3,46,5,8,60,Aumentar el peso si completa todas las series.
32584391,2026-07-27,4,16,5,9,60,Reducir el peso si pierde la técnica.
32584391,2026-07-27,5,31,5,11,60,Evitar impulsos.
32584391,2026-07-27,6,43,3,11,120,Reducir el peso si pierde la técnica.
32584391,2026-07-27,7,34,4,13,60,Realizar el movimiento completo.
32584391,2026-07-27,8,11,5,15,120,Evitar impulsos.
32584391,2026-07-27,9,33,5,12,60,Aumentar el peso si completa todas las series.
43123939,2026-01-13,1,43,3,12,45,Realizar el movimiento completo.
43123939,2026-01-13,2,5,4,14,60,
43123939,2026-01-13,3,54,4,9,60,Evitar impulsos.
43123939,2026-01-13,4,17,4,15,30,
43123939,2026-01-13,5,46,5,15,45,
43123939,2026-01-13,6,1,5,9,90,
43123939,2026-03-13,1,28,4,13,30,Mantener la técnica durante todo el ejercicio.
43123939,2026-03-13,2,36,5,9,90,Controlar la velocidad de ejecución.
43123939,2026-03-13,3,9,3,15,45,Evitar impulsos.
43123939,2026-03-13,4,41,3,10,30,
43123939,2026-03-13,5,38,5,11,30,Controlar la velocidad de ejecución.
43123939,2026-03-13,6,39,3,12,30,Realizar el movimiento completo.
43123939,2026-04-05,1,28,4,8,90,Controlar la velocidad de ejecución.
43123939,2026-04-05,2,32,4,14,60,Evitar impulsos.
43123939,2026-04-05,3,16,5,15,45,
43123939,2026-04-05,4,14,5,14,30,Controlar la velocidad de ejecución.
43123939,2026-04-05,5,50,4,13,45,Realizar el movimiento completo.
43123939,2026-04-05,6,30,4,10,60,Aumentar el peso si completa todas las series.
43123939,2026-04-05,7,17,5,15,60,Reducir el peso si pierde la técnica.
43123939,2026-04-05,8,15,5,11,60,
43123939,2026-04-05,9,38,3,14,90,Reducir el peso si pierde la técnica.
43123939,2026-04-05,10,27,3,12,90,Mantener la técnica durante todo el ejercicio.
43123939,2026-07-05,1,55,3,9,30,
43123939,2026-07-05,2,32,5,14,45,Realizar el movimiento completo.
43123939,2026-07-05,3,47,5,12,60,Controlar la velocidad de ejecución.
43123939,2026-07-05,4,11,4,13,45,Reducir el peso si pierde la técnica.
43123939,2026-07-05,5,49,4,9,120,
43123939,2026-07-05,6,33,3,11,45,Controlar la velocidad de ejecución.
43123939,2026-07-05,7,53,4,10,45,Controlar la velocidad de ejecución.
43123939,2026-07-05,8,23,3,10,30,
43123939,2026-07-05,9,13,3,13,120,Mantener la técnica durante todo el ejercicio.
43123939,2026-07-05,10,15,3,11,120,Controlar la velocidad de ejecución.
47148890,2026-07-25,1,23,5,8,30,Aumentar el peso si completa todas las series.
47148890,2026-07-25,2,21,3,13,45,Mantener la técnica durante todo el ejercicio.
47148890,2026-07-25,3,39,3,15,90,Realizar el movimiento completo.
47148890,2026-07-25,4,15,3,14,30,
47148890,2026-07-25,5,30,4,12,120,Mantener la técnica durante todo el ejercicio.
47148890,2026-07-25,6,49,4,13,120,Realizar el movimiento completo.
47148890,2026-07-25,7,2,3,8,60,Reducir el peso si pierde la técnica.
47148890,2026-07-25,8,7,3,14,45,Evitar impulsos.
47148890,2026-07-25,9,55,3,14,45,
47148890,2026-07-25,10,47,5,9,45,Evitar impulsos.
47148890,2026-04-12,1,43,3,12,60,
47148890,2026-04-12,2,23,3,8,45,Aumentar el peso si completa todas las series.
47148890,2026-04-12,3,6,3,10,30,
47148890,2026-04-12,4,14,3,14,45,Realizar el movimiento completo.
47148890,2026-04-12,5,25,5,12,60,
47148890,2026-04-12,6,4,3,11,120,Evitar impulsos.
47148890,2026-04-12,7,55,4,14,90,Evitar impulsos.
47148890,2026-04-12,8,12,5,8,90,Reducir el peso si pierde la técnica.
47148890,2026-07-27,1,31,4,11,30,
47148890,2026-07-27,2,45,4,14,60,Evitar impulsos.
47148890,2026-07-27,3,14,4,12,45,Realizar el movimiento completo.
47148890,2026-07-27,4,30,3,14,90,Realizar el movimiento completo.
47148890,2026-07-27,5,23,5,15,120,
47148890,2026-07-27,6,8,4,12,90,Realizar el movimiento completo.
47148890,2026-07-27,7,24,4,15,90,Aumentar el peso si completa todas las series.
47148890,2026-07-27,8,17,4,8,45,Realizar el movimiento completo.
38124201,2026-07-30,1,11,3,13,120,
38124201,2026-07-30,2,4,5,14,120,Evitar impulsos.
38124201,2026-07-30,3,13,3,8,90,Evitar impulsos.
38124201,2026-07-30,4,10,4,10,45,Realizar el movimiento completo.
38124201,2026-07-30,5,15,4,10,45,
38124201,2026-07-30,6,7,3,13,30,Mantener la técnica durante todo el ejercicio.
38124201,2026-07-30,7,3,4,10,60,Aumentar el peso si completa todas las series.
38124201,2026-07-30,8,53,4,12,120,Evitar impulsos.
38124201,2026-07-30,9,17,4,8,90,
38124201,2026-07-30,10,26,3,13,30,Mantener la técnica durante todo el ejercicio.
38124201,2026-07-29,1,17,5,15,30,
38124201,2026-07-29,2,8,5,11,120,Controlar la velocidad de ejecución.
38124201,2026-07-29,3,55,4,15,120,Reducir el peso si pierde la técnica.
38124201,2026-07-29,4,4,5,14,30,Controlar la velocidad de ejecución.
38124201,2026-07-29,5,9,3,15,90,
38124201,2026-07-29,6,7,4,14,60,Aumentar el peso si completa todas las series.
38124201,2026-07-29,7,40,5,15,60,
38124201,2026-08-04,1,30,5,15,30,Evitar impulsos.
38124201,2026-08-04,2,17,3,13,120,Aumentar el peso si completa todas las series.
38124201,2026-08-04,3,25,4,13,60,Evitar impulsos.
38124201,2026-08-04,4,10,5,12,120,Controlar la velocidad de ejecución.
38124201,2026-08-04,5,26,3,14,45,
38124201,2026-08-04,6,9,4,13,30,Reducir el peso si pierde la técnica.
38124201,2026-08-04,7,45,5,9,45,
38124201,2026-08-04,8,51,4,13,45,
38124201,2026-08-04,9,5,4,11,60,
38124201,2026-08-04,10,52,5,10,120,
42998600,2026-05-13,1,5,3,12,120,
42998600,2026-05-13,2,30,3,15,45,Mantener la técnica durante todo el ejercicio.
42998600,2026-05-13,3,8,4,14,120,
42998600,2026-05-13,4,21,5,11,60,
42998600,2026-05-13,5,45,3,15,45,
42998600,2026-05-13,6,55,5,10,45,Reducir el peso si pierde la técnica.
30468435,2026-02-12,1,1,3,9,90,Evitar impulsos.
30468435,2026-02-12,2,34,3,11,45,Controlar la velocidad de ejecución.
30468435,2026-02-12,3,39,3,12,120,Controlar la velocidad de ejecución.
30468435,2026-02-12,4,46,4,9,90,Controlar la velocidad de ejecución.
30468435,2026-02-12,5,2,3,14,60,Controlar la velocidad de ejecución.
30468435,2026-02-12,6,8,5,9,90,Mantener la técnica durante todo el ejercicio.
30468435,2026-02-12,7,51,5,14,90,
30468435,2026-02-12,8,47,3,10,60,Aumentar el peso si completa todas las series.
30468435,2026-02-12,9,49,4,15,60,
45084852,2026-04-23,1,27,4,11,60,Reducir el peso si pierde la técnica.
45084852,2026-04-23,2,20,4,13,90,
45084852,2026-04-23,3,5,3,13,45,Reducir el peso si pierde la técnica.
45084852,2026-04-23,4,47,3,9,90,Evitar impulsos.
45084852,2026-04-23,5,52,5,12,90,
45084852,2026-04-23,6,17,5,15,45,Reducir el peso si pierde la técnica.
45084852,2026-05-26,1,30,4,10,60,Reducir el peso si pierde la técnica.
45084852,2026-05-26,2,44,3,12,60,Realizar el movimiento completo.
45084852,2026-05-26,3,16,3,13,30,
45084852,2026-05-26,4,1,4,9,45,
45084852,2026-05-26,5,43,4,9,90,Controlar la velocidad de ejecución.
45084852,2026-05-26,6,50,5,15,30,Aumentar el peso si completa todas las series.
45084852,2026-05-26,7,32,4,11,45,Aumentar el peso si completa todas las series.
45177812,2026-03-24,1,28,3,12,60,Mantener la técnica durante todo el ejercicio.
45177812,2026-03-24,2,9,5,9,120,
45177812,2026-03-24,3,21,5,9,120,Realizar el movimiento completo.
45177812,2026-03-24,4,33,3,12,30,Realizar el movimiento completo.
45177812,2026-03-24,5,29,3,14,90,Evitar impulsos.
45177812,2026-03-24,6,13,5,10,60,Mantener la técnica durante todo el ejercicio.
45177812,2026-03-24,7,45,3,15,90,Aumentar el peso si completa todas las series.
46154567,2026-01-17,1,9,3,9,90,Evitar impulsos.
46154567,2026-01-17,2,47,5,10,30,Controlar la velocidad de ejecución.
46154567,2026-01-17,3,37,3,8,120,Reducir el peso si pierde la técnica.
46154567,2026-01-17,4,49,3,14,90,Controlar la velocidad de ejecución.
46154567,2026-01-17,5,29,3,15,90,
46154567,2026-01-17,6,8,4,10,90,Reducir el peso si pierde la técnica.
46154567,2026-08-07,1,30,4,10,60,Aumentar el peso si completa todas las series.
46154567,2026-08-07,2,10,3,8,60,Mantener la técnica durante todo el ejercicio.
46154567,2026-08-07,3,25,4,14,45,Aumentar el peso si completa todas las series.
46154567,2026-08-07,4,55,5,9,90,Reducir el peso si pierde la técnica.
46154567,2026-08-07,5,38,4,9,60,Evitar impulsos.
46154567,2026-08-07,6,24,5,14,90,Mantener la técnica durante todo el ejercicio.
46154567,2026-08-07,7,49,3,13,45,Reducir el peso si pierde la técnica.
46154567,2026-08-07,8,37,3,11,45,Mantener la técnica durante todo el ejercicio.
46154567,2026-04-04,1,53,3,12,30,Realizar el movimiento completo.
46154567,2026-04-04,2,36,5,13,30,Aumentar el peso si completa todas las series.
46154567,2026-04-04,3,22,5,8,45,Mantener la técnica durante todo el ejercicio.
46154567,2026-04-04,4,37,5,11,45,Reducir el peso si pierde la técnica.
46154567,2026-04-04,5,50,4,11,45,Controlar la velocidad de ejecución.
46154567,2026-04-04,6,23,5,14,30,Mantener la técnica durante todo el ejercicio.
43041805,2026-04-12,1,14,4,8,90,Aumentar el peso si completa todas las series.
43041805,2026-04-12,2,1,4,14,45,
43041805,2026-04-12,3,10,5,14,120,
43041805,2026-04-12,4,38,3,11,30,Controlar la velocidad de ejecución.
43041805,2026-04-12,5,22,4,9,30,Mantener la técnica durante todo el ejercicio.
43041805,2026-04-12,6,45,5,13,30,Mantener la técnica durante todo el ejercicio.
43041805,2026-04-12,7,48,5,8,120,Evitar impulsos.
43041805,2026-04-12,8,27,5,14,45,Aumentar el peso si completa todas las series.
43041805,2026-04-12,9,36,3,9,90,Reducir el peso si pierde la técnica.
43041805,2026-05-06,1,21,5,10,120,Controlar la velocidad de ejecución.
43041805,2026-05-06,2,33,3,10,30,Controlar la velocidad de ejecución.
43041805,2026-05-06,3,4,3,15,90,
43041805,2026-05-06,4,35,3,9,60,
43041805,2026-05-06,5,45,3,11,90,Controlar la velocidad de ejecución.
43041805,2026-05-06,6,22,4,11,120,Realizar el movimiento completo.
43041805,2026-05-06,7,13,5,14,60,Aumentar el peso si completa todas las series.
43041805,2026-05-06,8,52,4,14,120,
43041805,2026-05-06,9,47,5,12,90,
48317455,2026-01-19,1,39,3,9,60,
48317455,2026-01-19,2,3,5,15,45,
48317455,2026-01-19,3,28,3,9,30,
48317455,2026-01-19,4,53,5,13,60,Realizar el movimiento completo.
48317455,2026-01-19,5,5,5,9,60,
48317455,2026-01-19,6,11,5,11,60,
48317455,2026-01-19,7,10,3,13,45,Mantener la técnica durante todo el ejercicio.
48317455,2026-01-19,8,13,5,14,120,Mantener la técnica durante todo el ejercicio.
48317455,2026-01-19,9,47,5,9,30,
48317455,2026-01-19,10,51,4,9,90,
48317455,2026-02-25,1,27,3,10,45,Evitar impulsos.
48317455,2026-02-25,2,7,3,12,30,Reducir el peso si pierde la técnica.
48317455,2026-02-25,3,1,5,14,120,Controlar la velocidad de ejecución.
48317455,2026-02-25,4,19,3,14,60,Controlar la velocidad de ejecución.
48317455,2026-02-25,5,21,5,8,90,
48317455,2026-02-25,6,25,5,15,45,Aumentar el peso si completa todas las series.
48317455,2026-02-25,7,36,3,8,45,Aumentar el peso si completa todas las series.
48317455,2026-02-25,8,31,4,14,60,Controlar la velocidad de ejecución.
48317455,2026-02-25,9,29,5,10,60,Mantener la técnica durante todo el ejercicio.
48317455,2026-02-25,10,20,5,8,120,
48317455,2026-07-20,1,54,4,13,30,Realizar el movimiento completo.
48317455,2026-07-20,2,15,3,10,60,Aumentar el peso si completa todas las series.
48317455,2026-07-20,3,31,5,13,30,
48317455,2026-07-20,4,52,5,14,60,
48317455,2026-07-20,5,48,4,9,90,Evitar impulsos.
48317455,2026-07-20,6,18,5,9,90,
31832850,2026-07-29,1,44,4,12,60,Mantener la técnica durante todo el ejercicio.
31832850,2026-07-29,2,53,5,9,90,Mantener la técnica durante todo el ejercicio.
31832850,2026-07-29,3,18,5,12,30,
31832850,2026-07-29,4,14,4,9,45,
31832850,2026-07-29,5,46,3,10,120,Evitar impulsos.
31832850,2026-07-29,6,28,4,12,30,Evitar impulsos.
31832850,2026-07-29,7,29,4,10,60,
31832850,2026-07-29,8,7,5,10,60,
31832850,2026-07-29,9,6,3,14,90,Realizar el movimiento completo.
31832850,2026-07-29,10,13,5,10,60,Controlar la velocidad de ejecución.
31832850,2026-07-09,1,16,3,9,90,Evitar impulsos.
31832850,2026-07-09,2,26,4,11,90,
31832850,2026-07-09,3,51,5,10,120,Evitar impulsos.
31832850,2026-07-09,4,5,3,14,90,Reducir el peso si pierde la técnica.
31832850,2026-07-09,5,30,5,12,45,
31832850,2026-07-09,6,36,5,12,60,Controlar la velocidad de ejecución.
31832850,2026-07-09,7,28,4,14,30,Evitar impulsos.
31832850,2026-07-09,8,48,5,14,45,Realizar el movimiento completo.
31832850,2026-07-26,1,36,3,15,90,Aumentar el peso si completa todas las series.
31832850,2026-07-26,2,8,4,12,120,Realizar el movimiento completo.
31832850,2026-07-26,3,49,5,8,30,Reducir el peso si pierde la técnica.
31832850,2026-07-26,4,30,3,14,30,Realizar el movimiento completo.
31832850,2026-07-26,5,10,3,9,120,
31832850,2026-07-26,6,55,3,15,45,
31832850,2026-07-26,7,33,3,14,60,Controlar la velocidad de ejecución.
33259339,2026-07-29,1,12,4,14,120,Reducir el peso si pierde la técnica.
33259339,2026-07-29,2,32,5,12,30,
33259339,2026-07-29,3,47,3,14,60,
33259339,2026-07-29,4,51,4,13,90,Evitar impulsos.
33259339,2026-07-29,5,33,5,14,120,Reducir el peso si pierde la técnica.
33259339,2026-07-29,6,17,5,15,45,Aumentar el peso si completa todas las series.
33259339,2026-07-29,7,37,5,12,90,Reducir el peso si pierde la técnica.
33259339,2026-07-29,8,10,4,11,120,
33259339,2026-07-29,9,30,3,9,30,
33302479,2026-07-27,1,18,3,8,90,Aumentar el peso si completa todas las series.
33302479,2026-07-27,2,5,3,13,90,Mantener la técnica durante todo el ejercicio.
33302479,2026-07-27,3,10,4,12,120,
33302479,2026-07-27,4,14,4,12,60,
33302479,2026-07-27,5,27,3,9,120,Reducir el peso si pierde la técnica.
33302479,2026-07-27,6,28,4,12,60,Reducir el peso si pierde la técnica.
33302479,2026-07-27,7,38,4,14,60,Aumentar el peso si completa todas las series.
33302479,2026-07-27,8,33,4,15,90,Aumentar el peso si completa todas las series.
33302479,2026-07-27,9,9,4,13,60,Aumentar el peso si completa todas las series.
33302479,2026-07-27,10,55,4,10,60,
41747096,2026-08-03,1,28,4,10,90,
41747096,2026-08-03,2,40,5,11,60,Reducir el peso si pierde la técnica.
41747096,2026-08-03,3,44,4,10,120,
41747096,2026-08-03,4,25,3,14,60,
41747096,2026-08-03,5,11,4,9,60,Controlar la velocidad de ejecución.
41747096,2026-08-03,6,45,4,15,60,Evitar impulsos.
41747096,2026-08-03,7,18,3,10,45,Controlar la velocidad de ejecución.
41747096,2026-08-03,8,43,4,13,60,Evitar impulsos.
41747096,2026-08-03,9,31,5,13,45,Evitar impulsos.
41747096,2026-02-23,1,26,4,8,30,
41747096,2026-02-23,2,20,4,14,30,Controlar la velocidad de ejecución.
41747096,2026-02-23,3,3,3,11,90,
41747096,2026-02-23,4,21,4,15,45,Mantener la técnica durante todo el ejercicio.
41747096,2026-02-23,5,30,4,12,45,
41747096,2026-02-23,6,24,5,8,120,
41747096,2026-02-23,7,40,4,13,30,
