dniSocio,fechaInicio,fechaFin,idTipoMembresia,idMedioPago
39511994,2026-01-05,2026-02-05,1,2
39511994,2026-02-05,2026-03-05,1,4
39511994,2026-03-05,2026-04-05,1,3
39511994,2026-04-05,2026-05-05,1,2
39511994,2026-05-05,2026-06-05,1,2
39511994,2026-06-05,2026-07-05,1,3
39511994,2026-07-05,2026-08-05,1,3
39511994,2026-08-05,2026-09-05,1,4
42441646,2026-01-18,2026-02-18,1,2
46463759,2026-02-11,2026-03-11,1,3
46463759,2026-03-11,2026-04-11,1,4
46463759,2026-04-11,2026-05-11,1,3
46463759,2026-05-11,2026-06-11,1,3
46463759,2026-06-11,2026-07-11,1,3
46463759,2026-07-11,2026-08-11,1,2
34625209,2026-05-10,2026-06-10,1,4
34625209,2026-06-10,2026-07-10,1,3
34625209,2026-07-10,2026-08-10,1,4
31816984,2026-02-08,2026-03-08,1,4
31816984,2026-03-08,2026-04-08,1,2
31816984,2026-04-08,2026-05-08,1,1
31816984,2026-05-08,2026-06-08,1,4
31816984,2026-06-08,2026-07-08,1,1
31816984,2026-07-08,2026-08-08,1,2
42539116,2026-02-23,2026-03-23,3,3
44769974,2025-12-19,2026-01-19,1,2
44769974,2026-01-19,2026-02-19,1,2
44769974,2026-02-19,2026-03-19,1,2
44769974,2026-03-19,2026-04-19,1,3
44769974,2026-04-19,2026-05-19,1,4
44769974,2026-05-19,2026-06-19,1,3
44769974,2026-06-19,2026-07-19,1,4
36426955,2026-01-10,2026-02-10,1,4
36426955,2026-02-10,2026-03-10,1,4
36426955,2026-03-10,2026-04-10,1,2
36426955,2026-04-10,2026-05-10,1,4
30033023,2026-02-05,2026-03-05,1,3
30033023,2026-03-05,2026-04-05,1,2
33420164,2026-03-09,2026-04-09,3,3
33420164,2026-04-09,2026-05-09,3,3
33420164,2026-05-09,2026-06-09,3,3
33420164,2026-06-09,2026-07-09,3,3
33420164,2026-07-09,2026-08-09,3,2
43942025,2026-01-13,2026-02-13,2,4
35072810,2026-02-25,2026-03-25,1,3
35072810,2026-03-25,2026-04-25,1,3
35719554,2026-02-15,2026-03-15,1,2
35719554,2026-03-15,2026-04-15,1,2
35719554,2026-04-15,2026-05-15,1,3
35719554,2026-05-15,2026-06-15,1,2
35719554,2026-06-15,2026-07-15,1,4
35719554,2026-07-15,2026-08-15,1,2
40632892,2026-01-17,2026-02-17,2,4
40632892,2026-02-17,2026-03-17,2,3
40632892,2026-03-17,2026-04-17,2,1
40632892,2026-04-17,2026-05-17,2,3
40632892,2026-05-17,2026-06-17,2,1
40632892,2026-06-17,2026-07-17,2,3
32502939,2026-02-01,2026-03-01,1,2
32502939,2026-03-01,2026-04-01,1,3
32502939,2026-04-01,2026-05-01,1,1
32502939,2026-05-01,2026-06-01,1,2
32502939,2026-06-01,2026-07-01,1,1
32502939,2026-07-01,2026-08-01,1,4
32502939,2026-08-01,2026-09-01,1,2
39754738,2026-01-18,2026-02-18,2,3
39754738,2026-02-18,2026-03-18,2,3
39754738,2026-03-18,2026-04-18,2,3
39754738,2026-04-18,2026-05-18,2,2
39754738,2026-05-18,2026-06-18,2,2
39754738,2026-06-18,2026-07-18,2,3
39754738,2026-07-18,2026-08-18,2,2
42833701,2026-01-03,2026-02-03,1,3
42833701,2026-02-03,2026-03-03,1,3
42833701,2026-03-03,2026-04-03,1,4
43582395,2026-01-06,2026-02-06,1,2
43582395,2026-02-06,2026-03-06,1,4
43582395,2026-03-06,2026-04-06,1,2
43582395,2026-04-06,2026-05-06,1,2
43582395,2026-05-06,2026-06-06,1,2
43582395,2026-06-06,2026-07-06,1,2
43582395,2026-07-06,2026-08-06,1,3
43582395,2026-08-06,2026-09-06,1,2
48233085,2026-03-01,2026-04-01,1,3
48233085,2026-04-01,2026-05-01,1,2
48233085,2026-05-01,2026-06-01,1,3
48233085,2026-06-01,2026-07-01,1,2
31542715,2026-04-06,2026-05-06,1,1
31542715,2026-05-06,2026-06-06,1,2
31542715,2026-06-06,2026-07-06,1,3
31542715,2026-07-06,2026-08-06,1,3
31542715,2026-08-06,2026-09-06,1,2
47675123,2025-11-22,2025-12-22,1,3
47675123,2025-12-22,2026-01-22,1,3
47675123,2026-01-22,2026-02-22,1,1
47675123,2026-02-22,2026-03-22,1,2
47675123,2026-03-22,2026-04-22,1,4
47675123,2026-04-22,2026-05-22,1,2
47675123,2026-05-22,2026-06-22,1,3
40367193,2026-02-13,2026-03-13,3,4
40367193,2026-03-13,2026-04-13,3,2
34134674,2026-02-26,2026-03-26,1,2
34134674,2026-03-26,2026-04-26,1,4
34134674,2026-04-26,2026-05-26,1,2
34134674,2026-05-26,2026-06-26,1,2
34134674,2026-06-26,2026-07-26,1,3
34134674,2026-07-26,2026-08-26,1,2
34610191,2025-12-03,2026-01-03,1,2
34610191,2026-01-03,2026-02-03,1,4
40797196,2026-04-14,2026-05-14,1,2
40797196,2026-05-14,2026-06-14,1,1
40797196,2026-06-14,2026-07-14,1,2
40797196,2026-07-14,2026-08-14,1,4
45825638,2026-02-24,2026-03-24,1,3
33391208,2026-03-13,2026-04-13,1,4
33391208,2026-04-13,2026-05-13,1,1
33391208,2026-05-13,2026-06-13,1,3
33391208,2026-06-13,2026-07-13,1,3
33391208,2026-07-13,2026-08-13,1,2
43912097,2026-01-15,2026-02-15,1,2
43912097,2026-02-15,2026-03-15,1,4
43912097,2026-03-15,2026-04-15,1,2
43912097,2026-04-15,2026-05-15,1,2
43868067,2026-03-16,2026-04-16,2,2
43868067,2026-04-16,2026-05-16,2,1
43868067,2026-05-16,2026-06-16,2,2
43868067,2026-06-16,2026-07-16,2,2
43868067,2026-07-16,2026-08-16,2,2
30986280,2025-12-02,2026-01-02,1,2
30986280,2026-01-02,2026-02-02,1,2
30986280,2026-02-02,2026-03-02,1,3
30986280,2026-03-02,2026-04-02,1,2
30986280,2026-04-02,2026-05-02,1,4
38632323,2025-10-28,2025-11-28,2,3
38632323,2025-11-28,2025-12-28,2,3
38632323,2025-12-28,2026-01-28,2,4
38632323,2026-01-28,2026-02-28,2,2
38632323,2026-02-28,2026-03-28,2,3
38632323,2026-03-28,2026-04-28,2,1
38632323,2026-04-28,2026-05-28,2,3
38632323,2026-05-28,2026-06-28,2,2
38632323,2026-06-28,2026-07-28,2,3
38632323,2026-07-28,2026-08-28,2,1
31934497,2026-03-10,2026-04-10,1,2
31934497,2026-04-10,2026-05-10,1,3
31934497,2026-05-10,2026-06-10,1,2
31934497,2026-06-10,2026-07-10,1,2
31934497,2026-07-10,2026-08-10,1,4
35844112,2026-02-08,2026-03-08,1,3
35844112,2026-03-08,2026-04-08,1,2
35844112,2026-04-08,2026-05-08,1,3
35844112,2026-05-08,2026-06-08,1,2
41153924,2026-07-16,2026-08-16,1,2
42399071,2026-04-22,2026-05-22,1,3
42399071,2026-05-22,2026-06-22,1,3
42399071,2026-06-22,2026-07-22,1,4
42399071,2026-07-22,2026-08-22,1,3
40205064,2026-05-10,2026-06-10,1,2
40205064,2026-06-10,2026-07-10,1,1
40205064,2026-07-10,2026-08-10,1,2
40990404,2025-10-06,2025-11-06,1,1
40990404,2025-11-06,2025-12-06,1,3
40990404,2025-12-06,2026-01-06,1,2
40990404,2026-01-06,2026-02-06,1,2
40990404,2026-02-06,2026-03-06,1,4
40990404,2026-03-06,2026-04-06,1,2
40990404,2026-04-06,2026-05-06,1,2
40990404,2026-05-06,2026-06-06,1,3
40990404,2026-06-06,2026-07-06,1,2
40990404,2026-07-06,2026-08-06,1,4
40990404,2026-08-06,2026-09-06,1,4
38975732,2026-01-07,2026-02-07,1,3
38975732,2026-02-07,2026-03-07,1,3
38975732,2026-03-07,2026-04-07,1,3
38975732,2026-04-07,2026-05-07,1,3
38975732,2026-05-07,2026-06-07,1,3
38975732,2026-06-07,2026-07-07,1,4
38975732,2026-07-07,2026-08-07,1,2
38975732,2026-08-07,2026-09-07,1,1
44737774,2026-01-05,2026-02-05,1,2
38105411,2025-12-06,2026-01-06,1,4
38105411,2026-01-06,2026-02-06,1,4
38105411,2026-02-06,2026-03-06,1,2
38105411,2026-03-06,2026-04-06,1,2
38105411,2026-04-06,2026-05-06,1,4
38105411,2026-05-06,2026-06-06,1,1
38105411,2026-06-06,2026-07-06,1,2
38105411,2026-07-06,2026-08-06,1,3
38105411,2026-08-06,2026-09-06,1,4
38803223,2025-11-01,2025-12-01,1,2
38803223,2025-12-01,2026-01-01,1,3
38803223,2026-01-01,2026-02-01,1,3
38803223,2026-02-01,2026-03-01,1,4
38803223,2026-03-01,2026-04-01,1,3
38803223,2026-04-01,2026-05-01,1,4
38803223,2026-05-01,2026-06-01,1,1
38803223,2026-06-01,2026-07-01,1,2
38803223,2026-07-01,2026-08-01,1,3
38803223,2026-08-01,2026-09-01,1,4
34484403,2026-01-13,2026-02-13,1,4
34484403,2026-02-13,2026-03-13,1,2
34484403,2026-03-13,2026-04-13,1,2
34484403,2026-04-13,2026-05-13,1,3
34484403,2026-05-13,2026-06-13,1,1
34484403,2026-06-13,2026-07-13,1,1
34484403,2026-07-13,2026-08-13,1,2
35669779,2026-01-18,2026-02-18,1,2
35669779,2026-02-18,2026-03-18,1,3
35669779,2026-03-18,2026-04-18,1,2
35669779,2026-04-18,2026-05-18,1,2
35669779,2026-05-18,2026-06-18,1,1
35669779,2026-06-18,2026-07-18,1,3
35669779,2026-07-18,2026-08-18,1,3
48985373,2026-02-08,2026-03-08,2,3
40848612,2025-12-01,2026-01-01,2,2
40848612,2026-01-01,2026-02-01,2,2
40848612,2026-02-01,2026-03-01,2,3
40848612,2026-03-01,2026-04-01,2,2
40848612,2026-04-01,2026-05-01,2,2
40848612,2026-05-01,2026-06-01,2,2
40848612,2026-06-01,2026-07-01,2,3
40848612,2026-07-01,2026-08-01,2,3
40848612,2026-08-01,2026-09-01,2,4
48953792,2026-02-18,2026-03-18,1,2
48953792,2026-03-18,2026-04-18,1,3
48953792,2026-04-18,2026-05-18,1,2
35051476,2025-11-11,2025-12-11,1,3
35051476,2025-12-11,2026-01-11,1,4
35051476,2026-01-11,2026-02-11,1,3
35051476,2026-02-11,2026-03-11,1,2
35051476,2026-03-11,2026-04-11,1,3
35051476,2026-04-11,2026-05-11,1,3
35051476,2026-05-11,2026-06-11,1,3
35051476,2026-06-11,2026-07-11,1,2
33663336,2025-12-09,2026-01-09,1,2
33663336,2026-01-09,2026-02-09,1,2
33663336,2026-02-09,2026-03-09,1,3
33663336,2026-03-09,2026-04-09,1,4
33663336,2026-04-09,2026-05-09,1,4
33663336,2026-05-09,2026-06-09,1,2
33663336,2026-06-09,2026-07-09,1,3
33663336,2026-07-09,2026-08-09,1,3
35871899,2026-02-05,2026-03-05,1,2
35871899,2026-03-05,2026-04-05,1,2
35871899,2026-04-05,2026-05-05,1,3
35871899,2026-05-05,2026-06-05,1,2
35871899,2026-06-05,2026-07-05,1,3
35871899,2026-07-05,2026-08-05,1,2
35871899,2026-08-05,2026-09-05,1,2
36414253,2025-12-09,2026-01-09,3,2
36414253,2026-01-09,2026-02-09,3,3
36414253,2026-02-09,2026-03-09,3,4
36414253,2026-03-09,2026-04-09,3,2
36414253,2026-04-09,2026-05-09,3,3
36414253,2026-05-09,2026-06-09,3,2
36414253,2026-06-09,2026-07-09,3,2
36414253,2026-07-09,2026-08-09,3,1
48654338,2026-04-19,2026-05-19,1,1
48654338,2026-05-19,2026-06-19,1,2
48654338,2026-06-19,2026-07-19,1,2
48654338,2026-07-19,2026-08-19,1,3
41977243,2025-12-13,2026-01-13,1,2
35961596,2026-01-22,2026-02-22,1,4
35961596,2026-02-22,2026-03-22,1,3
48829179,2026-03-16,2026-04-16,1,2
48829179,2026-04-16,2026-05-16,1,3
48829179,2026-05-16,2026-06-16,1,2
48829179,2026-06-16,2026-07-16,1,2
48829179,2026-07-16,2026-08-16,1,4
36707618,2026-03-16,2026-04-16,1,3
36707618,2026-04-16,2026-05-16,1,2
36707618,2026-05-16,2026-06-16,1,4
36707618,2026-06-16,2026-07-16,1,2
36707618,2026-07-16,2026-08-16,1,3
30363127,2026-03-08,2026-04-08,2,3
30363127,2026-04-08,2026-05-08,2,4
30363127,2026-05-08,2026-06-08,2,1
30363127,2026-06-08,2026-07-08,2,2
30363127,2026-07-08,2026-08-08,2,2
47840490,2026-05-17,2026-06-17,1,3
47840490,2026-06-17,2026-07-17,1,3
47840490,2026-07-17,2026-08-17,1,2
31263795,2026-03-02,2026-04-02,3,2
31263795,2026-04-02,2026-05-02,3,4
31263795,2026-05-02,2026-06-02,3,2
31263795,2026-06-02,2026-07-02,3,2
31263795,2026-07-02,2026-08-02,3,1
31263795,2026-08-02,2026-09-02,3,2
48097573,2026-03-23,2026-04-23,1,4
33293900,2025-11-06,2025-12-06,3,2
33293900,2025-12-06,2026-01-06,3,3
35413939,2026-04-15,2026-05-15,1,2
42868661,2026-02-13,2026-03-13,1,3
42868661,2026-03-13,2026-04-13,1,3
42868661,2026-04-13,2026-05-13,1,2
42868661,2026-05-13,2026-06-13,1,2
42868661,2026-06-13,2026-07-13,1,3
37612601,2026-01-18,2026-02-18,2,4
37612601,2026-02-18,2026-03-18,2,2
37612601,2026-03-18,2026-04-18,2,1
37612601,2026-04-18,2026-05-18,2,2
37612601,2026-05-18,2026-06-18,2,2
37612601,2026-06-18,2026-07-18,2,3
37612601,2026-07-18,2026-08-18,2,4
42728107,2026-01-16,2026-02-16,1,3
41318247,2026-04-11,2026-05-11,2,4
41318247,2026-05-11,2026-06-11,2,3
41318247,2026-06-11,2026-07-11,2,3
41318247,2026-07-11,2026-08-11,2,4
40010273,2025-11-21,2025-12-21,3,2
40010273,2025-12-21,2026-01-21,3,3
40010273,2026-01-21,2026-02-21,3,3
40010273,2026-02-21,2026-03-21,3,4
40010273,2026-03-21,2026-04-21,3,4
40010273,2026-04-21,2026-05-21,3,4
40010273,2026-05-21,2026-06-21,3,3
40010273,2026-06-21,2026-07-21,3,2
40010273,2026-07-21,2026-08-21,3,4
45869359,2026-02-20,2026-03-20,1,1
45869359,2026-03-20,2026-04-20,1,3
38863870,2026-05-13,2026-06-13,1,1
38863870,2026-06-13,2026-07-13,1,2
38863870,2026-07-13,2026-08-13,1,2
45802972,2026-06-02,2026-07-02,1,4
39397146,2026-04-19,2026-05-19,1,4
39397146,2026-05-19,2026-06-19,1,3
48336763,2025-11-01,2025-12-01,3,4
48336763,2025-12-01,2026-01-01,3,4
48336763,2026-01-01,2026-02-01,3,3
48336763,2026-02-01,2026-03-01,3,2
48336763,2026-03-01,2026-04-01,3,2
48336763,2026-04-01,2026-05-01,3,2
48336763,2026-05-01,2026-06-01,3,2
48336763,2026-06-01,2026-07-01,3,4
48336763,2026-07-01,2026-08-01,3,4
48336763,2026-08-01,2026-09-01,3,3
39732551,2026-05-19,2026-06-19,1,3
39732551,2026-06-19,2026-07-19,1,1
39732551,2026-07-19,2026-08-19,1,2
38640882,2026-03-04,2026-04-04,1,2
38640882,2026-04-04,2026-05-04,1,1
38640882,2026-05-04,2026-06-04,1,3
38640882,2026-06-04,2026-07-04,1,4
38640882,2026-07-04,2026-08-04,1,3
38640882,2026-08-04,2026-09-04,1,3
